review_text,sentiment
"I purchased this product with high hopes tht it would cut down on the time it takes when. Cleaning my brushes.  Instead it took twice, if not longer, to clean each brush. I had to use a rubber band to fasten one of my brushes since it kept on slipping off and all other sleeves were either too small or bigger than the one being used.  Don’t waste your money.  It does not work as advertised.  I will be returning it.",0
Way smaller than I expected and colors don't look like they do in the picture. Extremely disappointed.,0
The cuticle clipper its not really good  the rest of them are okay,0
I did not like these at all..shiny thick heavy trying to return.,0
These lashes are to die for!!!! They are so fluffy and cute and for the price you can’t get any better than these!!! Recommend you buy them ASAP !,1
great,1
[[VIDEOID:7c7b96790999648fe591fddcf018381]] So...about these wipes. They are not the best at removing heaving makeup or waterproof makeup. I had to really rub my face with these wipes to remove some of my makeup off. It wasn't do much unfortunately. I wear a lot of makeup and I had to use like six wipes to get some of it off and than I just had to wash my face several times to completely take everything off. And I can't stand the scent of these wipes. I don't know what it is but I just can't stand the smell. Very disappointing.,0
"I had tried many primers, most of which I didn't like.  This product was great.  I love the look and feel and seems to help a great deal.",1
The hair is soft. I do suggest washing before use.  Easy to curl. Super light.<br /><br />I just don’t care for the smell. I’m sure that is not with every bundle.,1
Smells horrible like moldy water,0
FADED SO FAST. I have NEVER seen hair that has faded like this yet alone two weeks after having it put in.,0
"Very good mask, I really like its honey smell.",1
Great product. My skin feels great and my daughter has seen so much improvement to her complexion since we received this mud mask for review.,1
I found that some were to thin to use.It does have a variety of molds .So the three stars are for the variety .Would have been 4 stars if they were all usable....I rarely give 5 stars.....(It's Have to be Damn Awesome) for those stars,0
Love love love!!! Easy to use and really works! Great price and great customer service! Will be using daily!!!,1
"This product was delivered exactly as it was described and pictured, but I found when trying to use it that because the ends of the comb are so wide (the end tines are very thick), I can't effectively comb the spaces right up under my nose. I still need to use a comb with a narrow end tine for that. Otherwise, this is a nifty little facial hair comb.",0
"Definitely moisturizer your face first, but his combined with the Mehron loose powder means your makeup will last through anything. Seriously, anything.",1
The items smell very strongly like mothballs!!!!!!!  Very disappointed to say the least. I will not order from this merchant again.,0
Did not work  long enough quit after a week,0
These are good strong and long. Long is the style now and these are long. They won't break easily because they are made of a good plastic material.  I will need to get used to the length again but I'm really happy with the quality.,1
I received mine quickly and it was a prime day special.  I used it and it smells like mold and mildew!,0
These are great. They are strong enough to hold my super thick hair and I love the colors.,1
The bow is all lopsided and messed up. What a waste of time and money. I’ll be returning it.,0
My daughter loves this brush didn’t have any issues.,1
Wish the comb was a lil wider but great deal for price. Kids love em.,1
This brush is absolutely awesome. It's super soft and dense and is the perfect brush for contouring and blending. Exceptional quality for this price. Functions just as well as brushes 4 times the price. Highly recommend!,1
I followed directions and the thing just fizzled on the bottom of my shower. It was not spa-like.,0
"I couldn't use the solution because I didn't have the SYSTEM to use it with. When I bought it there was nothing about having a system ( which costs well over $100)before it could be used, or at least it wasn't obvious enough to stop me from buying it. So, I think you got me on this one. I didn't send it back because it would have cost me more than just throwing it away. Unhappy with the deal.<br /><br />John Ashley",0
